order_id,customer_id,order_date,channel,status,payment_method
30560,1096,2025-03-18,Web,Completed,Wallet
30561,1113,2024-10-31,App,Returned,Cash
30562,1035,2025-03-20,App,Completed,Bank Transfer
30563,1044,2024-01-17,Web,Completed,Bank Transfer
30564,1102,2024-11-25,Store,Completed,Wallet
30565,1090,2024-02-26,Store,Cancelled,Bank Transfer
30566,1011,2024-11-06,Web,Completed,Wallet
30567,1099,2024-10-29,Web,Completed,Bank Transfer
30568,1072,2024-01-12,Store,Completed,Wallet
30569,1110,2024-11-13,App,Pending,Bank Transfer
30570,1078,2024-03-20,App,Completed,Card
30571,1074,2024-08-03,App,Completed,Cash
30572,1066,2024-12-04,Web,Completed,Card
30573,1046,2024-09-20,Web,Completed,Cash
30574,1009,2024-05-28,Web,Cancelled,Cash
30575,1003,2024-03-21,App,Completed,Wallet
30576,1085,2024-08-02,App,Returned,Cash
30577,1026,2025-01-08,App,Pending,Card
30578,1072,2024-07-16,Web,Returned,Card
30579,1048,2024-07-18,Web,Completed,Bank Transfer
30580,1066,2024-01-25,App,Cancelled,Card
30581,1070,2024-03-29,App,Completed,Bank Transfer
30582,1028,2024-09-24,App,Returned,Cash
30583,1117,2024-05-22,Web,Completed,Card
30584,1093,2024-02-28,Store,Cancelled,Cash
30585,1026,2025-02-13,Web,Completed,Card
30586,1025,2024-12-30,Store,Completed,Card
30587,1012,2024-01-26,Web,Completed,Bank Transfer
30588,1005,2024-02-16,App,Cancelled,Cash
30589,1098,2024-10-14,Web,Completed,Card
30590,1048,2024-09-22,Store,Completed,Wallet
30591,1037,2024-01-16,App,Cancelled,Cash
30592,1079,2024-07-17,Web,Completed,Cash
30593,1044,2025-02-04,Web,Completed,Cash
30594,1100,2025-02-10,Web,Completed,Bank Transfer
30595,1015,2024-10-08,Web,Completed,Wallet
30596,1043,2024-03-26,Store,Completed,Cash
30597,1048,2024-09-06,Web,Completed,Card
30598,1087,2025-01-25,App,Completed,Card
30599,1070,2024-09-26,App,Completed,Bank Transfer
30600,1046,2024-11-30,App,Completed,Card
30601,1114,2024-04-26,Web,Completed,Cash
30602,1108,2024-01-07,Web,Completed,Card
30603,1043,2024-05-16,App,Pending,Cash
30604,1109,2025-01-05,Store,Completed,Card
30605,1021,2024-06-24,Web,Completed,Wallet
30606,1023,2024-11-23,Web,Cancelled,Bank Transfer
30607,1107,2024-11-10,App,Pending,Bank Transfer
30608,1119,2024-08-02,Store,Completed,Wallet
30609,1080,2024-03-22,Web,Completed,Wallet
30610,1047,2024-08-10,Web,Cancelled,Bank Transfer
30611,1117,2025-01-06,Store,Completed,Wallet
30612,1015,2025-02-26,Web,Cancelled,Cash
30613,1025,2025-02-05,Web,Completed,Card
30614,1036,2025-03-18,App,Pending,Bank Transfer
30615,1075,2024-04-12,Store,Completed,Wallet
30616,1051,2024-09-29,Web,Completed,Cash
30617,1015,2024-01-14,App,Completed,Bank Transfer
30618,1068,2024-06-07,App,Completed,Wallet
30619,1021,2024-05-31,App,Completed,Bank Transfer
30620,1013,2024-04-17,App,Returned,Wallet
30621,1086,2024-07-06,App,Cancelled,Bank Transfer
30622,1019,2024-10-27,Web,Completed,Cash
30623,1034,2024-04-07,App,Cancelled,Cash
30624,1078,2024-05-10,App,Cancelled,Card
30625,1068,2024-10-19,App,Completed,Bank Transfer
30626,1112,2024-06-19,Store,Completed,Card
30627,1117,2025-02-27,Web,Completed,Bank Transfer
30628,1052,2024-07-01,App,Completed,Wallet
30629,1110,2024-12-29,App,Completed,Wallet
30630,1027,2024-02-08,Web,Returned,Card
30631,1029,2024-01-15,App,Completed,Bank Transfer
30632,1111,2025-01-10,Web,Cancelled,Card
30633,1028,2024-01-04,Web,Completed,Cash
30634,1035,2024-12-14,Web,Completed,Card
30635,1008,2025-02-12,Web,Cancelled,Card
30636,1016,2025-01-31,Web,Returned,Wallet
30637,1106,2024-07-28,App,Completed,Card
30638,1036,2024-06-09,Web,Completed,Bank Transfer
30639,1030,2024-01-16,App,Completed,Wallet
30640,1018,2025-03-01,App,Completed,Card
30641,1002,2024-04-17,Store,Completed,Cash
30642,1049,2025-01-16,App,Completed,Card
30643,1077,2025-03-25,Web,Completed,Card
30644,1004,2024-11-06,App,Completed,Card
30645,1090,2024-08-14,Web,Completed,Wallet
30646,1089,2024-06-18,App,Completed,Bank Transfer
30647,1094,2024-02-03,Store,Completed,Cash
30648,1075,2025-02-17,Web,Completed,Card
30649,1007,2024-09-07,Web,Returned,Bank Transfer
30650,1095,2024-09-03,App,Completed,Bank Transfer
30651,1108,2024-09-25,Store,Cancelled,Wallet
30652,1074,2024-05-20,App,Completed,Cash
30653,1039,2024-09-30,Web,Completed,Wallet
30654,1013,2025-02-19,App,Completed,Bank Transfer
30655,1031,2024-04-05,Web,Completed,Bank Transfer
30656,1071,2024-08-14,App,Completed,Bank Transfer
30657,1063,2025-01-13,Store,Returned,Wallet
30658,1056,2024-02-08,App,Completed,Cash
30659,1113,2024-10-28,Store,Completed,Card
30660,1042,2024-01-29,Web,Completed,Wallet
30661,1061,2025-03-21,App,Completed,Bank Transfer
30662,1042,2024-11-13,App,Completed,Wallet
30663,1056,2024-09-01,Web,Completed,Bank Transfer
30664,1036,2024-08-23,Store,Completed,Card
30665,1084,2024-07-03,Web,Completed,Card
30666,1068,2024-09-28,App,Completed,Cash
30667,1118,2025-03-15,App,Completed,Bank Transfer
30668,1007,2024-08-23,App,Completed,Cash
30669,1054,2024-08-26,Web,Completed,Cash
30670,1001,2025-01-11,App,Pending,Card
30671,1044,2024-09-22,App,Completed,Wallet
30672,1120,2025-02-17,Store,Completed,Wallet
30673,1045,2025-02-12,Web,Returned,Cash
30674,1106,2024-12-24,Web,Completed,Card
30675,1047,2024-12-05,App,Completed,Bank Transfer
30676,1013,2025-01-23,Web,Completed,Wallet
30677,1119,2024-03-05,App,Completed,Cash
30678,1022,2024-06-25,App,Completed,Wallet
30679,1118,2024-01-03,Store,Completed,Wallet
30680,1021,2025-03-04,App,Completed,Bank Transfer
30681,1086,2024-05-21,App,Completed,Card
30682,1092,2025-01-10,Web,Pending,Bank Transfer
30683,1009,2024-06-06,Web,Completed,Card
30684,1026,2024-11-19,Web,Completed,Wallet
30685,1009,2024-05-25,Web,Pending,Cash
30686,1015,2025-03-21,App,Completed,Bank Transfer
30687,1010,2024-10-19,App,Pending,Card
30688,1088,2024-06-01,App,Completed,Wallet
30689,1042,2025-03-07,App,Completed,Card
30690,1072,2024-07-11,Store,Completed,Card
30691,1024,2025-03-12,App,Completed,Card
30692,1080,2024-03-13,App,Completed,Wallet
30693,1049,2025-02-02,App,Pending,Cash
30694,1026,2024-10-31,Web,Completed,Cash
30695,1091,2025-01-11,Web,Completed,Cash
30696,1037,2024-12-09,Web,Returned,Card
30697,1068,2024-05-19,Store,Completed,Wallet
30698,1050,2024-07-05,App,Completed,Card
30699,1024,2024-10-19,Web,Returned,Cash
30700,1019,2024-03-01,App,Completed,Cash
30701,1100,2025-03-02,App,Completed,Wallet
30702,1060,2025-01-14,Web,Returned,Card
30703,1039,2024-07-16,Web,Completed,Bank Transfer
30704,1074,2024-10-21,Store,Completed,Bank Transfer
30705,1089,2025-03-15,Web,Completed,Cash
30706,1018,2024-11-14,Web,Completed,Wallet
30707,1019,2024-10-28,App,Returned,Card
30708,1036,2024-12-09,Store,Completed,Card
30709,1074,2024-01-11,App,Completed,Cash
30710,1097,2024-03-02,Web,Completed,Cash
30711,1055,2024-11-28,Web,Completed,Card
30712,1114,2024-08-13,App,Completed,Card
30713,1069,2024-06-01,App,Cancelled,Cash
30714,1047,2024-07-17,App,Completed,Card
30715,1049,2024-02-21,Web,Completed,Bank Transfer
30716,1099,2024-09-16,Store,Completed,Cash
30717,1108,2024-02-28,Web,Completed,Card
30718,1098,2024-03-12,Web,Completed,Cash
30719,1033,2024-05-27,Web,Completed,Wallet
30720,1119,2024-12-14,Web,Completed,Cash
30721,1021,2024-03-03,App,Completed,Cash
30722,1081,2024-11-05,App,Completed,Wallet
30723,1022,2025-01-07,Web,Completed,Bank Transfer
30724,1048,2024-08-30,App,Completed,Card
30725,1037,2024-12-31,Web,Completed,Wallet
30726,1015,2024-11-25,App,Returned,Cash
30727,1035,2024-04-16,Store,Completed,Card
30728,1092,2024-08-13,Web,Pending,Wallet
30729,1071,2024-11-08,App,Completed,Card
30730,1032,2024-08-05,Web,Completed,Card
30731,1011,2025-02-28,Web,Pending,Wallet
30732,1010,2024-08-28,Web,Completed,Card
30733,1073,2024-09-15,App,Pending,Bank Transfer
30734,1078,2025-01-10,App,Completed,Wallet
30735,1077,2024-09-18,Web,Completed,Bank Transfer
30736,1057,2024-01-05,App,Completed,Cash
30737,1025,2024-09-17,App,Completed,Card
30738,1002,2024-02-23,App,Completed,Cash
30739,1064,2024-02-16,App,Completed,Cash
30740,1035,2024-08-02,App,Completed,Card
30741,1007,2024-06-25,Web,Completed,Wallet
30742,1085,2024-01-09,Web,Completed,Card
30743,1018,2024-04-08,Store,Completed,Cash
30744,1067,2024-01-20,Web,Pending,Cash
30745,1042,2025-01-12,Store,Completed,Wallet
30746,1118,2024-08-28,App,Cancelled,Card
30747,1039,2024-03-01,Web,Returned,Cash
30748,1041,2025-01-13,Web,Completed,Bank Transfer
30749,1113,2025-02-22,Web,Completed,Cash
30750,1075,2024-06-26,Store,Completed,Cash
30751,1103,2024-12-03,Web,Completed,Wallet
30752,1024,2024-03-02,Web,Completed,Bank Transfer
30753,1060,2024-05-24,Web,Completed,Cash
30754,1046,2024-08-03,Web,Completed,Cash
30755,1019,2024-01-03,App,Completed,Bank Transfer
30756,1068,2024-06-08,Web,Completed,Card
30757,1090,2024-08-14,App,Completed,Card
30758,1102,2024-09-25,Web,Completed,Cash
30759,1042,2024-04-29,Web,Completed,Cash
30760,1032,2025-01-15,App,Completed,Card
30761,1039,2024-03-29,Web,Completed,Wallet
30762,1109,2024-11-24,Store,Completed,Bank Transfer
30763,1110,2024-03-08,App,Completed,Bank Transfer
30764,1036,2025-02-01,Web,Completed,Wallet
30765,1104,2024-12-22,App,Completed,Wallet
30766,1101,2024-04-07,Web,Completed,Wallet
30767,1097,2024-09-23,Web,Completed,Wallet
30768,1036,2024-04-14,Store,Completed,Wallet
30769,1003,2025-03-15,App,Completed,Wallet
30770,1073,2024-11-18,Store,Completed,Bank Transfer
30771,1008,2024-05-02,App,Completed,Wallet
30772,1097,2024-01-29,App,Returned,Card
30773,1070,2024-05-16,Web,Completed,Wallet
30774,1041,2024-07-13,Web,Completed,Wallet
30775,1103,2025-02-12,App,Completed,Bank Transfer
30776,1068,2024-08-13,Web,Completed,Bank Transfer
30777,1013,2024-11-27,App,Completed,Wallet
30778,1049,2024-06-18,App,Completed,Bank Transfer
30779,1060,2024-01-09,Web,Completed,Cash
30780,1002,2024-02-09,App,Completed,Bank Transfer
30781,1060,2024-01-25,App,Completed,Bank Transfer
30782,1005,2024-09-17,Web,Returned,Bank Transfer
30783,1044,2025-01-29,App,Returned,Bank Transfer
30784,1027,2025-03-18,App,Completed,Card
30785,1032,2024-08-13,Web,Completed,Card
30786,1021,2024-05-03,App,Completed,Card
30787,1008,2024-02-07,Store,Completed,Wallet
30788,1102,2024-11-23,Web,Completed,Wallet
30789,1072,2024-09-07,App,Completed,Cash
30790,1050,2025-01-23,Web,Completed,Card
30791,1067,2024-06-24,App,Pending,Wallet
30792,1118,2024-03-30,App,Completed,Bank Transfer
30793,1044,2025-02-05,Web,Completed,Bank Transfer
30794,1058,2024-02-06,Web,Completed,Card
30795,1003,2024-11-11,App,Completed,Cash
30796,1086,2024-06-24,App,Completed,Cash
30797,1070,2024-10-10,App,Completed,Bank Transfer
30798,1002,2024-03-21,Web,Completed,Cash
30799,1087,2024-04-23,Store,Cancelled,Card
30800,1044,2024-02-09,App,Completed,Bank Transfer
30801,1002,2024-10-27,Store,Completed,Wallet
30802,1102,2024-08-11,Web,Completed,Wallet
30803,1081,2024-11-13,App,Cancelled,Cash
30804,1035,2024-12-14,App,Completed,Bank Transfer
30805,1098,2024-04-24,Web,Completed,Bank Transfer
30806,1087,2024-07-04,App,Cancelled,Wallet
30807,1030,2024-11-18,Web,Completed,Bank Transfer
30808,1116,2024-02-25,App,Pending,Bank Transfer
30809,1008,2024-02-09,App,Cancelled,Bank Transfer
30810,1022,2024-12-19,Web,Completed,Cash
30811,1044,2024-02-09,App,Completed,Bank Transfer
30812,1058,2024-12-12,App,Completed,Card
30813,1036,2024-08-24,Web,Completed,Cash
30814,1069,2024-10-15,Store,Completed,Bank Transfer
30815,1077,2024-09-18,Store,Completed,Bank Transfer
30816,1093,2024-08-03,App,Completed,Card
30817,1031,2024-05-26,Web,Returned,Cash
30818,1047,2024-12-01,App,Cancelled,Wallet
30819,1055,2024-06-16,App,Completed,Wallet
30820,1080,2024-04-01,Web,Returned,Cash
30821,1106,2024-12-18,App,Cancelled,Bank Transfer
30822,1062,2024-02-28,App,Completed,Bank Transfer
30823,1030,2024-02-28,App,Completed,Wallet
30824,1055,2024-10-30,Web,Completed,Wallet
30825,1016,2024-06-17,App,Completed,Wallet
30826,1012,2024-09-25,Store,Completed,Card
30827,1017,2024-12-28,Web,Completed,Wallet
30828,1016,2024-02-14,App,Completed,Card
30829,1012,2024-12-10,Store,Completed,Cash
30830,1008,2024-06-29,App,Cancelled,Bank Transfer
30831,1084,2024-06-18,Web,Completed,Wallet
30832,1003,2024-12-21,App,Pending,Bank Transfer
30833,1016,2024-07-09,App,Cancelled,Bank Transfer
30834,1030,2024-06-03,App,Returned,Wallet
30835,1109,2025-02-25,App,Pending,Wallet
30836,1023,2024-07-06,Store,Cancelled,Cash
30837,1092,2024-01-07,Web,Completed,Card
30838,1115,2024-05-12,Web,Completed,Card
30839,1104,2024-08-22,App,Completed,Bank Transfer
30840,1118,2024-02-14,Web,Completed,Wallet
30841,1005,2024-11-09,Web,Completed,Cash
30842,1084,2024-09-05,Web,Completed,Cash
30843,1104,2024-01-31,Web,Pending,Cash
30844,1120,2024-01-23,Web,Returned,Cash
30845,1108,2025-03-01,Store,Returned,Cash
30846,1065,2025-01-28,Web,Completed,Card
30847,1030,2024-06-08,App,Completed,Card
30848,1021,2024-12-28,App,Completed,Card
30849,1084,2025-03-12,Store,Completed,Wallet
30850,1070,2024-06-06,Web,Completed,Bank Transfer
30851,1022,2024-02-08,Store,Completed,Cash
30852,1082,2025-02-18,App,Pending,Wallet
30853,1072,2024-03-22,App,Completed,Cash
30854,1103,2024-12-21,App,Completed,Card
30855,1032,2024-09-14,App,Completed,Wallet
30856,1033,2024-07-24,Web,Completed,Card
30857,1117,2024-03-17,App,Completed,Cash
30858,1016,2024-01-12,App,Pending,Cash
30859,1076,2024-10-21,App,Completed,Bank Transfer
30860,1038,2025-03-25,Store,Completed,Cash
30861,1116,2024-08-11,Web,Completed,Card
30862,1098,2024-01-13,Store,Completed,Cash
30863,1014,2024-02-15,Web,Completed,Bank Transfer
30864,1036,2024-06-03,Web,Completed,Bank Transfer
30865,1097,2024-04-22,Web,Completed,Card
30866,1023,2024-08-20,Web,Completed,Wallet
30867,1114,2024-01-17,App,Completed,Cash
30868,1109,2024-12-25,Web,Completed,Bank Transfer
30869,1066,2024-08-10,Web,Returned,Cash
30870,1105,2024-12-19,Store,Completed,Cash
30871,1085,2024-07-06,App,Completed,Wallet
30872,1002,2025-03-23,App,Completed,Bank Transfer
30873,1091,2024-12-09,Store,Completed,Cash
30874,1073,2024-12-30,App,Completed,Bank Transfer
30875,1065,2024-06-11,Web,Completed,Card
30876,1075,2024-11-21,Web,Completed,Card
30877,1067,2025-02-17,App,Returned,Cash
30878,1052,2024-03-14,Web,Completed,Bank Transfer
30879,1062,2024-08-20,App,Pending,Cash
30880,1023,2024-08-11,Web,Completed,Bank Transfer
30881,1026,2024-11-14,Web,Pending,Bank Transfer
30882,1068,2025-02-15,App,Cancelled,Wallet
30883,1082,2024-02-29,App,Completed,Wallet
30884,1055,2024-11-30,App,Returned,Wallet
30885,1006,2024-08-09,App,Completed,Cash
30886,1035,2024-02-06,Web,Pending,Wallet
30887,1022,2024-10-04,Web,Completed,Wallet
30888,1043,2024-07-14,Store,Completed,Card
30889,1015,2025-02-07,App,Completed,Bank Transfer
30890,1086,2024-12-17,Web,Pending,Bank Transfer
30891,1060,2024-08-29,App,Completed,Wallet
30892,1101,2024-11-19,Web,Completed,Bank Transfer
30893,1116,2024-08-06,App,Completed,Card
30894,1106,2024-07-10,Web,Cancelled,Card
30895,1012,2024-01-17,App,Completed,Wallet
30896,1111,2024-01-12,App,Completed,Card
30897,1049,2025-02-09,Web,Completed,Bank Transfer
30898,1042,2025-02-04,Store,Completed,Cash
30899,1038,2025-01-28,Web,Completed,Bank Transfer
30900,1082,2025-01-08,Web,Pending,Cash
