event_id,session_id,customer_id,event_time,event_type,device,traffic_source,page
500749,S100223,1115,2025-02-19 17:09:00,purchase,mobile,direct,/blog
500750,S100269,1084,2024-12-19 22:56:00,page_view,desktop,direct,/product
500751,S100133,1093,2025-02-23 07:48:00,purchase,mobile,email,/product
500752,S100113,1071,2024-12-14 00:14:00,add_to_cart,desktop,organic,/search
500753,S100440,1050,2024-12-25 18:46:00,search,desktop,organic,/blog
500754,S100643,1084,2024-11-22 10:41:00,page_view,mobile,social,/cart
500755,S100650,1117,2024-11-13 18:49:00,search,mobile,email,/checkout
500756,S100364,1054,2025-01-08 04:11:00,page_view,desktop,social,/home
500757,S100231,1041,2025-02-21 07:29:00,search,desktop,email,/checkout
500758,S100457,1050,2024-12-04 23:51:00,page_view,mobile,direct,/cart
500759,S100374,1056,2024-11-07 01:52:00,search,mobile,email,/search
500760,S100603,1010,2025-01-21 11:39:00,page_view,mobile,ads,/home
500761,S100778,1064,2025-02-09 08:32:00,page_view,mobile,social,/checkout
500762,S100610,1064,2024-12-02 03:44:00,search,mobile,email,/blog
500763,S100206,1076,2024-12-21 00:35:00,search,mobile,social,/blog
500764,S100519,1047,2024-12-31 04:35:00,page_view,desktop,email,/home
500765,S100467,1079,2024-11-16 12:23:00,page_view,tablet,organic,/home
500766,S100442,1113,2024-11-14 15:53:00,checkout,desktop,social,/home
500767,S100320,,2025-01-05 23:44:00,search,tablet,direct,/product
500768,S100092,1075,2024-11-19 10:00:00,page_view,desktop,direct,/cart
500769,S100407,1006,2024-11-11 23:04:00,search,desktop,email,/blog
500770,S100157,,2025-01-21 13:26:00,page_view,mobile,direct,/blog
500771,S100098,1091,2024-11-27 10:39:00,page_view,mobile,direct,/cart
500772,S100224,1044,2024-12-01 17:00:00,search,desktop,social,/search
500773,S100440,1019,2025-02-14 06:03:00,add_to_cart,desktop,email,/blog
500774,S100719,1019,2025-01-18 09:18:00,add_to_cart,mobile,social,/checkout
500775,S100584,1022,2025-01-20 23:03:00,page_view,mobile,email,/search
500776,S100400,1006,2024-12-04 20:00:00,checkout,desktop,direct,/checkout
500777,S100570,1116,2024-11-11 05:18:00,page_view,mobile,email,/home
500778,S100798,1070,2025-02-24 17:49:00,purchase,mobile,email,/blog
500779,S100063,1090,2024-12-13 12:17:00,page_view,desktop,ads,/checkout
500780,S100767,1107,2025-01-09 21:48:00,page_view,mobile,email,/checkout
500781,S100559,1102,2025-02-18 15:44:00,search,desktop,ads,/home
500782,S100278,1114,2025-02-08 22:56:00,page_view,desktop,social,/search
500783,S100709,,2025-01-01 08:58:00,add_to_cart,mobile,ads,/checkout
500784,S100669,1057,2024-11-06 16:17:00,search,mobile,social,/blog
500785,S100518,,2025-01-24 22:38:00,page_view,mobile,email,/search
500786,S100247,1093,2025-01-17 04:25:00,search,mobile,social,/search
500787,S100367,1010,2025-02-08 05:56:00,page_view,desktop,direct,/cart
500788,S100743,1088,2024-11-10 07:38:00,page_view,mobile,email,/blog
500789,S100617,1089,2025-02-24 05:26:00,purchase,mobile,ads,/blog
500790,S100097,1117,2025-01-01 03:55:00,checkout,mobile,organic,/home
500791,S100267,1048,2024-12-16 07:07:00,page_view,mobile,email,/home
500792,S100059,1075,2025-02-08 22:27:00,search,mobile,direct,/product
500793,S100499,1002,2024-11-13 04:13:00,page_view,desktop,social,/blog
500794,S100307,1043,2025-01-10 10:57:00,add_to_cart,mobile,ads,/search
500795,S100492,1008,2025-01-14 15:44:00,purchase,mobile,ads,/product
500796,S100410,1067,2025-02-07 02:55:00,page_view,mobile,direct,/blog
500797,S100139,1105,2025-01-26 06:02:00,add_to_cart,desktop,direct,/home
500798,S100327,1027,2024-11-08 03:13:00,page_view,mobile,email,/home
500799,S100463,1068,2024-11-24 06:39:00,page_view,desktop,organic,/blog
500800,S100701,1027,2025-02-16 19:12:00,purchase,desktop,organic,/product
500801,S100636,1016,2025-01-28 05:04:00,search,desktop,social,/home
500802,S100162,1066,2025-01-26 11:40:00,page_view,mobile,ads,/home
500803,S100059,1011,2025-02-07 05:00:00,search,tablet,email,/cart
500804,S100030,1076,2024-12-28 23:00:00,page_view,desktop,ads,/checkout
500805,S100332,1005,2025-01-12 13:11:00,page_view,desktop,email,/blog
500806,S100075,1014,2025-01-12 16:28:00,purchase,mobile,direct,/cart
500807,S100754,1071,2024-12-17 21:19:00,search,desktop,social,/checkout
500808,S100316,1076,2025-01-02 19:06:00,add_to_cart,desktop,direct,/blog
500809,S100769,1004,2024-11-11 03:49:00,page_view,mobile,ads,/cart
500810,S100416,1074,2024-12-05 01:36:00,search,mobile,social,/cart
500811,S100189,1108,2024-11-08 19:53:00,purchase,desktop,email,/blog
500812,S100488,1093,2025-01-23 16:04:00,page_view,mobile,email,/search
500813,S100314,1017,2025-01-07 13:15:00,page_view,desktop,social,/product
500814,S100295,1076,2025-02-28 02:08:00,search,mobile,direct,/blog
500815,S100500,1087,2025-02-05 12:06:00,page_view,mobile,social,/cart
500816,S100176,1005,2024-12-02 23:53:00,page_view,desktop,direct,/search
500817,S100799,1110,2024-12-02 17:33:00,checkout,mobile,social,/cart
500818,S100718,1117,2024-11-17 21:43:00,purchase,tablet,direct,/product
500819,S100214,1110,2024-11-30 22:15:00,search,desktop,organic,/search
500820,S100652,1106,2025-02-21 16:06:00,add_to_cart,desktop,social,/blog
500821,S100596,1096,2025-01-24 23:48:00,checkout,desktop,direct,/checkout
500822,S100693,1082,2025-01-19 11:21:00,add_to_cart,desktop,ads,/product
500823,S100331,1088,2025-01-09 23:42:00,page_view,mobile,ads,/home
500824,S100127,1104,2024-12-21 09:50:00,page_view,desktop,social,/blog
500825,S100268,1085,2025-02-26 23:39:00,page_view,mobile,social,/blog
500826,S100550,1043,2025-01-15 04:23:00,page_view,mobile,email,/blog
500827,S100534,1049,2025-02-28 15:13:00,page_view,mobile,direct,/search
500828,S100753,1116,2024-11-21 09:33:00,page_view,desktop,social,/home
500829,S100365,1003,2024-11-20 02:45:00,page_view,mobile,ads,/search
500830,S100618,1090,2025-01-28 16:36:00,page_view,mobile,ads,/checkout
500831,S100347,,2025-01-12 13:53:00,search,desktop,ads,/search
500832,S100141,1091,2025-01-29 20:41:00,page_view,mobile,direct,/blog
500833,S100144,,2025-01-07 02:43:00,add_to_cart,desktop,organic,/cart
500834,S100791,1089,2025-02-21 04:38:00,page_view,desktop,social,/home
500835,S100244,1005,2025-02-12 23:12:00,checkout,mobile,organic,/home
500836,S100441,1107,2025-01-07 20:14:00,purchase,mobile,direct,/search
500837,S100702,1037,2024-11-26 02:16:00,add_to_cart,desktop,social,/cart
500838,S100289,1058,2024-12-10 06:19:00,add_to_cart,mobile,email,/cart
500839,S100690,1041,2025-02-17 08:14:00,purchase,mobile,social,/search
500840,S100111,1035,2024-12-18 11:23:00,page_view,mobile,social,/product
500841,S100213,1056,2024-12-27 14:46:00,purchase,mobile,social,/checkout
500842,S100649,1049,2024-11-25 11:35:00,add_to_cart,mobile,social,/search
500843,S100199,1082,2025-01-22 02:09:00,add_to_cart,mobile,social,/blog
500844,S100404,1105,2024-12-31 00:37:00,page_view,desktop,direct,/cart
500845,S100420,1039,2025-02-11 07:49:00,search,mobile,social,/checkout
500846,S100006,1028,2025-02-01 03:55:00,search,desktop,direct,/search
500847,S100524,1086,2025-01-20 11:40:00,search,mobile,social,/checkout
500848,S100591,1086,2024-11-17 11:29:00,add_to_cart,mobile,social,/product
500849,S100285,1116,2024-11-16 03:38:00,page_view,desktop,direct,/cart
500850,S100670,1003,2024-12-16 12:35:00,page_view,desktop,social,/product
500851,S100388,1110,2025-01-08 17:39:00,page_view,desktop,ads,/product
500852,S100415,1067,2024-12-08 05:49:00,page_view,desktop,social,/cart
500853,S100783,1080,2025-01-20 01:36:00,page_view,desktop,email,/blog
500854,S100712,1012,2024-12-09 11:58:00,page_view,mobile,direct,/product
500855,S100149,1056,2024-11-07 13:37:00,page_view,desktop,social,/search
500856,S100427,1030,2024-11-24 13:22:00,page_view,desktop,social,/search
500857,S100292,1033,2025-02-06 20:12:00,page_view,tablet,direct,/checkout
500858,S100333,1065,2025-02-22 18:22:00,purchase,desktop,organic,/search
500859,S100271,1105,2025-01-15 02:02:00,add_to_cart,desktop,ads,/search
500860,S100042,1096,2025-01-10 20:20:00,add_to_cart,mobile,ads,/checkout
500861,S100467,1076,2025-02-26 06:22:00,page_view,desktop,social,/home
500862,S100318,1070,2025-01-01 09:25:00,search,tablet,direct,/cart
500863,S100491,1055,2025-01-20 15:30:00,search,desktop,email,/search
500864,S100526,,2025-02-23 22:13:00,purchase,desktop,social,/checkout
500865,S100759,1072,2024-12-18 05:58:00,add_to_cart,mobile,ads,/product
500866,S100171,1033,2024-12-14 06:45:00,search,desktop,social,/product
500867,S100729,1030,2024-11-18 18:40:00,checkout,desktop,direct,/blog
500868,S100648,1079,2025-02-20 10:26:00,page_view,desktop,email,/search
500869,S100320,1068,2025-02-25 03:23:00,page_view,mobile,organic,/cart
500870,S100738,1001,2024-12-13 17:26:00,add_to_cart,desktop,email,/checkout
500871,S100043,1107,2024-11-10 03:09:00,page_view,mobile,social,/blog
500872,S100531,1091,2025-02-21 03:06:00,page_view,desktop,ads,/blog
500873,S100630,1085,2025-02-10 00:28:00,add_to_cart,mobile,direct,/checkout
500874,S100453,1009,2025-02-16 05:16:00,page_view,desktop,social,/checkout
500875,S100745,1047,2025-01-17 21:28:00,search,mobile,organic,/checkout
500876,S100773,1120,2025-01-16 06:13:00,checkout,mobile,direct,/checkout
500877,S100082,1111,2025-01-03 17:39:00,page_view,desktop,direct,/cart
500878,S100542,1037,2025-02-21 13:28:00,page_view,mobile,direct,/checkout
500879,S100321,1021,2025-02-02 05:46:00,page_view,desktop,social,/cart
500880,S100785,1058,2024-11-23 11:58:00,page_view,tablet,organic,/cart
500881,S100233,1046,2024-11-04 07:49:00,page_view,tablet,social,/cart
500882,S100539,1088,2024-12-16 02:47:00,page_view,mobile,direct,/product
500883,S100251,,2025-01-08 15:17:00,page_view,desktop,direct,/home
500884,S100764,1047,2025-02-17 08:49:00,page_view,mobile,ads,/blog
500885,S100448,1008,2025-01-10 19:27:00,add_to_cart,desktop,email,/search
500886,S100238,1116,2025-01-31 02:41:00,checkout,desktop,social,/product
500887,S100489,1005,2024-12-12 10:43:00,add_to_cart,mobile,organic,/home
500888,S100463,,2024-12-02 11:31:00,search,mobile,direct,/blog
500889,S100313,1086,2024-11-25 01:06:00,page_view,mobile,social,/product
500890,S100174,,2025-02-19 03:41:00,add_to_cart,desktop,email,/blog
500891,S100705,1026,2024-11-09 13:42:00,page_view,mobile,social,/cart
500892,S100179,1006,2024-11-26 06:57:00,page_view,desktop,email,/cart
500893,S100384,1063,2024-12-07 13:44:00,checkout,desktop,social,/checkout
500894,S100294,1058,2024-11-07 03:13:00,page_view,tablet,ads,/cart
500895,S100214,1043,2024-12-13 02:58:00,page_view,tablet,social,/product
500896,S100714,,2025-02-20 11:45:00,checkout,mobile,ads,/blog
500897,S100761,1106,2025-01-31 12:49:00,checkout,desktop,email,/search
500898,S100768,1085,2025-01-05 22:45:00,page_view,desktop,direct,/blog
500899,S100074,1021,2024-12-15 11:34:00,page_view,desktop,direct,/cart
500900,S100343,1095,2024-11-01 21:39:00,search,mobile,social,/blog
500901,S100713,1094,2024-12-16 17:55:00,add_to_cart,mobile,organic,/home
500902,S100141,1055,2025-02-22 21:12:00,page_view,mobile,social,/blog
500903,S100717,1119,2025-01-19 08:46:00,search,mobile,ads,/product
500904,S100198,1022,2025-01-08 13:30:00,purchase,mobile,ads,/home
500905,S100170,1035,2024-12-10 02:18:00,page_view,mobile,email,/checkout
500906,S100405,1009,2025-02-17 01:01:00,checkout,desktop,social,/checkout
500907,S100227,1102,2025-01-24 01:15:00,purchase,mobile,email,/blog
500908,S100410,1080,2025-01-16 06:25:00,page_view,desktop,organic,/search
500909,S100690,1041,2025-01-20 07:17:00,add_to_cart,mobile,direct,/product
500910,S100786,1022,2024-12-21 10:18:00,page_view,desktop,direct,/search
500911,S100061,1006,2024-11-18 17:32:00,add_to_cart,tablet,social,/home
500912,S100326,1022,2025-01-15 03:17:00,add_to_cart,desktop,email,/search
500913,S100715,1059,2025-01-30 21:00:00,page_view,desktop,email,/home
500914,S100132,1032,2024-12-12 20:45:00,add_to_cart,mobile,organic,/search
500915,S100583,1034,2024-11-14 02:26:00,add_to_cart,desktop,email,/checkout
500916,S100589,1113,2025-02-05 07:05:00,page_view,mobile,ads,/product
500917,S100188,1067,2024-11-07 14:15:00,page_view,mobile,ads,/search
500918,S100355,1094,2024-11-06 10:37:00,page_view,mobile,ads,/blog
500919,S100070,1005,2025-02-12 23:52:00,search,desktop,social,/home
500920,S100262,1047,2024-11-22 01:46:00,purchase,mobile,ads,/blog
500921,S100305,1062,2025-01-15 10:21:00,add_to_cart,desktop,ads,/product
500922,S100557,1024,2024-11-17 06:12:00,page_view,mobile,direct,/blog
500923,S100223,1016,2025-01-22 12:33:00,search,desktop,social,/checkout
500924,S100327,1112,2025-02-21 09:56:00,page_view,desktop,ads,/checkout
500925,S100761,,2024-12-16 06:46:00,page_view,mobile,organic,/cart
500926,S100587,1011,2024-11-08 14:14:00,page_view,mobile,ads,/product
500927,S100073,1045,2024-11-22 08:03:00,page_view,desktop,social,/search
500928,S100510,,2025-01-28 20:48:00,search,mobile,email,/checkout
500929,S100141,1011,2025-02-14 04:37:00,purchase,mobile,direct,/search
500930,S100584,1083,2025-02-13 01:00:00,search,desktop,direct,/search
500931,S100101,,2025-02-15 13:06:00,search,mobile,social,/home
500932,S100605,,2025-01-24 17:08:00,page_view,mobile,ads,/blog
500933,S100580,1061,2025-02-12 02:20:00,purchase,mobile,organic,/search
500934,S100064,1021,2024-11-26 08:43:00,add_to_cart,mobile,ads,/cart
500935,S100192,1026,2025-01-10 05:50:00,checkout,mobile,ads,/product
500936,S100061,1115,2025-01-23 23:50:00,page_view,mobile,organic,/product
500937,S100531,1117,2025-02-24 20:04:00,search,mobile,direct,/home
500938,S100240,1078,2024-11-29 22:06:00,search,mobile,ads,/cart
500939,S100714,1099,2025-02-14 14:53:00,page_view,tablet,email,/blog
500940,S100409,1095,2024-12-07 15:36:00,add_to_cart,desktop,email,/cart
500941,S100299,1085,2024-11-14 06:36:00,checkout,desktop,social,/product
500942,S100194,1107,2025-01-18 08:58:00,page_view,mobile,social,/cart
500943,S100453,1088,2024-12-24 05:00:00,page_view,mobile,organic,/blog
500944,S100573,1069,2025-02-19 23:48:00,add_to_cart,desktop,organic,/checkout
500945,S100618,1031,2024-12-28 08:44:00,page_view,desktop,social,/search
500946,S100636,1096,2025-01-05 14:12:00,search,mobile,ads,/search
500947,S100300,1061,2025-02-02 01:11:00,add_to_cart,mobile,direct,/product
500948,S100778,1038,2024-11-17 08:30:00,page_view,mobile,email,/product
500949,S100455,1103,2025-02-25 09:16:00,add_to_cart,desktop,organic,/blog
500950,S100201,1090,2024-12-19 18:27:00,search,mobile,social,/cart
500951,S100673,,2024-11-17 02:52:00,checkout,desktop,email,/blog
500952,S100301,1022,2024-11-28 20:38:00,add_to_cart,desktop,organic,/home
500953,S100623,1084,2024-11-20 20:42:00,checkout,tablet,organic,/product
500954,S100336,1032,2024-11-13 04:20:00,page_view,desktop,ads,/product
500955,S100031,1116,2025-02-24 21:41:00,page_view,mobile,organic,/product
500956,S100097,1013,2024-12-20 14:55:00,page_view,desktop,direct,/blog
500957,S100758,1085,2024-11-16 11:17:00,page_view,desktop,organic,/blog
500958,S100772,1102,2025-01-22 17:33:00,checkout,desktop,direct,/cart
500959,S100190,1046,2025-02-12 07:08:00,page_view,desktop,ads,/checkout
500960,S100540,,2024-11-07 18:32:00,checkout,desktop,direct,/product
500961,S100047,1110,2025-02-28 06:22:00,page_view,mobile,email,/checkout
500962,S100249,1038,2025-02-21 21:10:00,page_view,mobile,organic,/blog
500963,S100225,1001,2025-02-18 09:11:00,checkout,desktop,social,/cart
500964,S100271,1039,2025-02-24 03:39:00,page_view,mobile,social,/blog
500965,S100664,1037,2025-01-27 00:52:00,add_to_cart,mobile,direct,/home
500966,S100484,1115,2025-02-20 17:22:00,page_view,mobile,ads,/search
500967,S100327,,2024-11-13 17:02:00,purchase,desktop,direct,/search
500968,S100796,1010,2024-12-16 23:56:00,search,mobile,direct,/blog
500969,S100179,1061,2024-12-15 18:27:00,add_to_cart,desktop,direct,/search
500970,S100664,1071,2025-01-11 01:50:00,page_view,mobile,email,/search
500971,S100745,1012,2025-02-24 05:13:00,page_view,mobile,email,/cart
500972,S100022,1049,2024-11-03 02:48:00,checkout,mobile,direct,/search
500973,S100605,1041,2025-02-23 03:22:00,checkout,mobile,ads,/cart
500974,S100369,1069,2024-12-11 21:46:00,page_view,desktop,organic,/home
500975,S100244,1085,2024-12-24 05:17:00,page_view,desktop,social,/product
500976,S100159,1091,2024-11-21 16:18:00,page_view,desktop,email,/product
500977,S100372,1018,2025-02-19 01:37:00,page_view,mobile,organic,/product
500978,S100284,1105,2025-01-23 23:18:00,add_to_cart,mobile,email,/cart
500979,S100520,1087,2025-01-02 12:36:00,page_view,mobile,email,/cart
500980,S100449,1114,2025-02-08 19:46:00,page_view,mobile,email,/cart
500981,S100696,1058,2025-02-22 23:25:00,search,mobile,direct,/home
500982,S100646,1115,2024-11-09 07:17:00,page_view,desktop,direct,/checkout
500983,S100621,1111,2024-12-21 10:44:00,add_to_cart,mobile,email,/cart
500984,S100580,1057,2025-01-18 16:14:00,purchase,mobile,email,/cart
500985,S100135,1049,2024-11-13 09:09:00,page_view,tablet,social,/product
500986,S100095,1120,2024-11-05 01:17:00,add_to_cart,mobile,organic,/blog
500987,S100118,1092,2025-02-10 11:04:00,page_view,tablet,organic,/search
500988,S100373,1120,2025-01-09 06:50:00,page_view,tablet,ads,/search
500989,S100273,1103,2024-11-19 07:12:00,page_view,mobile,ads,/home
500990,S100176,1079,2024-11-21 23:35:00,page_view,mobile,ads,/search
500991,S100748,1015,2024-11-29 15:27:00,page_view,desktop,direct,/checkout
500992,S100783,1038,2025-01-30 01:32:00,page_view,mobile,direct,/product
500993,S100276,,2024-12-17 07:54:00,checkout,mobile,social,/home
500994,S100137,1041,2024-11-25 12:39:00,add_to_cart,desktop,direct,/search
500995,S100131,1012,2025-01-22 16:18:00,purchase,mobile,ads,/search
500996,S100043,1091,2024-11-12 03:05:00,search,mobile,email,/blog
500997,S100122,1095,2024-11-07 19:00:00,page_view,desktop,ads,/product
500998,S100135,1037,2024-11-16 18:26:00,page_view,desktop,social,/home
500999,S100366,1039,2024-12-23 10:23:00,page_view,mobile,email,/product
501000,S100372,1061,2025-02-21 10:48:00,page_view,mobile,direct,/home
501001,S100125,1003,2025-01-11 15:26:00,search,mobile,email,/search
501002,S100438,1102,2024-11-07 08:59:00,search,mobile,social,/product
501003,S100786,1041,2025-02-26 20:15:00,page_view,desktop,direct,/product
501004,S100575,1110,2025-02-12 05:39:00,page_view,desktop,organic,/checkout
501005,S100743,1103,2025-02-16 12:05:00,page_view,desktop,ads,/blog
501006,S100050,1085,2025-01-09 01:03:00,page_view,mobile,ads,/product
501007,S100136,1042,2025-01-25 11:16:00,page_view,mobile,social,/home
501008,S100157,1067,2025-02-02 18:47:00,add_to_cart,mobile,social,/checkout
501009,S100055,1058,2024-12-23 04:18:00,page_view,mobile,ads,/product
501010,S100592,1044,2024-12-31 05:06:00,add_to_cart,mobile,email,/product
501011,S100743,1109,2025-01-21 04:25:00,page_view,mobile,organic,/checkout
501012,S100427,1062,2024-11-21 00:30:00,page_view,mobile,organic,/search
501013,S100442,1107,2025-01-16 10:36:00,add_to_cart,desktop,social,/product
501014,S100325,1014,2024-11-22 06:09:00,search,desktop,social,/cart
501015,S100639,1019,2024-11-13 02:01:00,page_view,mobile,email,/blog
501016,S100637,,2025-02-19 06:41:00,checkout,mobile,social,/search
501017,S100079,1076,2025-01-11 20:40:00,page_view,desktop,organic,/product
501018,S100473,1066,2025-01-22 03:18:00,page_view,tablet,ads,/search
501019,S100376,1068,2024-12-10 20:31:00,add_to_cart,mobile,organic,/home
501020,S100332,1028,2025-01-27 21:03:00,add_to_cart,desktop,email,/search
501021,S100174,1093,2025-01-29 12:06:00,page_view,desktop,ads,/checkout
501022,S100656,1011,2025-01-05 16:23:00,page_view,mobile,ads,/product
501023,S100440,1074,2025-02-04 15:19:00,checkout,mobile,organic,/search
501024,S100125,1074,2025-02-14 16:18:00,page_view,mobile,ads,/cart
501025,S100693,1118,2024-11-05 04:15:00,page_view,mobile,ads,/home
501026,S100218,1068,2024-11-15 22:26:00,search,mobile,social,/home
501027,S100277,1018,2024-11-17 17:07:00,checkout,tablet,ads,/search
501028,S100484,1074,2025-01-30 20:19:00,page_view,desktop,email,/checkout
501029,S100594,1012,2024-11-02 10:16:00,add_to_cart,mobile,ads,/home
501030,S100140,1027,2024-11-21 08:48:00,search,desktop,social,/search
501031,S100606,1004,2024-12-24 23:12:00,page_view,desktop,direct,/search
501032,S100705,1066,2024-12-07 16:32:00,add_to_cart,mobile,direct,/home
501033,S100109,1011,2024-11-30 16:51:00,purchase,mobile,email,/search
501034,S100051,1061,2025-01-07 15:41:00,page_view,desktop,email,/search
501035,S100614,1120,2024-12-15 19:38:00,page_view,mobile,ads,/blog
501036,S100612,1093,2024-11-28 21:11:00,checkout,mobile,ads,/cart
501037,S100653,1010,2025-02-01 03:41:00,search,mobile,direct,/search
501038,S100712,1029,2024-12-28 23:03:00,page_view,mobile,direct,/blog
501039,S100318,1087,2025-01-07 06:13:00,search,mobile,organic,/blog
501040,S100198,1115,2025-01-02 02:32:00,add_to_cart,mobile,direct,/search
501041,S100795,1005,2024-11-20 13:15:00,add_to_cart,desktop,direct,/checkout
501042,S100728,1105,2025-02-12 17:20:00,checkout,mobile,email,/home
501043,S100045,1073,2024-12-06 03:08:00,page_view,mobile,organic,/blog
501044,S100504,1071,2025-02-25 01:57:00,page_view,mobile,organic,/blog
501045,S100539,,2024-11-08 19:31:00,search,mobile,ads,/checkout
501046,S100513,1096,2025-01-11 03:00:00,page_view,desktop,ads,/product
501047,S100016,1109,2025-02-17 18:46:00,search,mobile,organic,/checkout
501048,S100314,1046,2024-11-07 16:23:00,page_view,desktop,organic,/product
501049,S100435,1072,2024-12-08 23:55:00,page_view,mobile,ads,/product
501050,S100387,1079,2024-11-05 06:03:00,page_view,mobile,email,/checkout
501051,S100076,1042,2024-11-03 03:01:00,add_to_cart,desktop,email,/cart
501052,S100370,1074,2025-01-13 21:13:00,add_to_cart,mobile,email,/checkout
501053,S100164,1031,2025-01-10 20:35:00,page_view,desktop,email,/blog
501054,S100608,1019,2024-11-28 03:35:00,page_view,mobile,ads,/home
501055,S100616,1048,2025-02-19 18:43:00,page_view,desktop,social,/checkout
501056,S100023,1095,2024-12-27 20:57:00,add_to_cart,desktop,direct,/cart
501057,S100711,1118,2024-12-27 13:23:00,page_view,desktop,direct,/checkout
501058,S100034,1059,2025-01-21 22:45:00,add_to_cart,desktop,direct,/cart
501059,S100513,1083,2024-11-25 04:14:00,search,desktop,direct,/home
501060,S100460,1014,2024-12-30 03:01:00,page_view,tablet,ads,/search
501061,S100137,1116,2025-02-26 07:04:00,add_to_cart,mobile,social,/cart
501062,S100573,1073,2025-02-06 13:57:00,page_view,mobile,ads,/cart
501063,S100708,1101,2025-02-23 06:42:00,search,mobile,social,/blog
501064,S100570,1102,2024-11-21 16:07:00,page_view,mobile,ads,/cart
501065,S100264,1033,2024-12-02 23:37:00,page_view,mobile,organic,/home
501066,S100332,1068,2025-02-28 12:35:00,search,desktop,social,/product
501067,S100187,,2024-12-31 05:55:00,page_view,mobile,direct,/cart
501068,S100062,1012,2024-11-20 09:46:00,add_to_cart,desktop,social,/home
501069,S100278,1088,2025-02-25 10:19:00,add_to_cart,mobile,email,/blog
501070,S100541,,2024-11-03 08:04:00,add_to_cart,mobile,social,/blog
501071,S100170,1039,2024-12-24 11:35:00,page_view,desktop,email,/search
501072,S100502,1111,2025-02-05 03:50:00,search,mobile,email,/cart
501073,S100532,1120,2025-02-01 17:24:00,search,mobile,organic,/product
501074,S100298,1096,2024-12-31 13:28:00,page_view,mobile,social,/home
501075,S100200,1030,2025-01-25 13:28:00,search,desktop,organic,/search
501076,S100134,1043,2025-02-23 01:45:00,purchase,mobile,direct,/product
501077,S100271,1005,2024-11-18 14:25:00,page_view,mobile,social,/search
501078,S100534,1107,2024-12-30 15:35:00,checkout,desktop,ads,/product
501079,S100441,1109,2025-02-16 00:45:00,page_view,mobile,ads,/checkout
501080,S100086,1082,2025-01-29 14:22:00,page_view,desktop,ads,/checkout
501081,S100030,1046,2025-02-03 12:07:00,page_view,mobile,email,/checkout
501082,S100120,1010,2025-02-06 00:49:00,search,mobile,ads,/search
501083,S100068,1097,2024-12-06 11:56:00,page_view,desktop,direct,/checkout
501084,S100645,1094,2025-02-15 06:23:00,checkout,desktop,social,/home
501085,S100495,1118,2025-01-07 18:39:00,add_to_cart,desktop,social,/home
501086,S100145,1094,2024-11-19 10:01:00,search,desktop,email,/checkout
501087,S100332,1107,2024-12-08 19:11:00,page_view,mobile,email,/product
501088,S100480,1096,2024-11-08 10:51:00,purchase,mobile,email,/product
501089,S100262,1081,2025-02-13 00:56:00,add_to_cart,mobile,direct,/search
501090,S100292,1055,2024-12-14 19:34:00,page_view,desktop,social,/product
501091,S100428,1116,2024-11-13 19:03:00,add_to_cart,desktop,organic,/cart
501092,S100085,1084,2025-01-19 14:12:00,search,tablet,email,/product
501093,S100015,1052,2025-02-12 05:20:00,search,mobile,ads,/home
501094,S100727,1011,2024-11-03 17:34:00,page_view,mobile,organic,/blog
501095,S100627,1038,2024-12-24 10:25:00,page_view,desktop,organic,/product
501096,S100117,1070,2025-01-30 14:03:00,page_view,desktop,email,/search
501097,S100269,1036,2025-01-07 07:46:00,page_view,desktop,ads,/product
501098,S100394,1029,2025-01-06 21:44:00,add_to_cart,desktop,email,/search
501099,S100161,1068,2025-02-05 16:44:00,purchase,mobile,email,/cart
501100,S100699,1022,2024-11-19 23:58:00,purchase,mobile,ads,/checkout
501101,S100103,1103,2025-01-30 02:54:00,search,mobile,organic,/cart
501102,S100652,1063,2024-11-14 17:23:00,search,mobile,organic,/home
501103,S100166,1074,2024-12-30 17:17:00,page_view,mobile,ads,/blog
501104,S100299,1019,2024-12-18 04:55:00,add_to_cart,mobile,organic,/cart
501105,S100027,1042,2025-02-05 10:36:00,page_view,mobile,direct,/cart
501106,S100423,1053,2024-12-31 13:09:00,page_view,desktop,email,/home
501107,S100783,1104,2024-12-31 18:27:00,search,desktop,direct,/home
501108,S100561,1099,2024-12-17 21:25:00,page_view,desktop,direct,/checkout
501109,S100155,1029,2025-01-08 22:08:00,page_view,mobile,direct,/checkout
501110,S100323,1079,2024-11-18 02:04:00,add_to_cart,mobile,social,/product
501111,S100347,1032,2025-01-20 23:05:00,page_view,mobile,social,/search
501112,S100120,,2025-02-15 09:27:00,page_view,tablet,direct,/home
501113,S100651,,2025-02-26 08:30:00,page_view,mobile,email,/cart
501114,S100527,1073,2025-01-30 01:56:00,page_view,mobile,direct,/cart
501115,S100560,1090,2025-02-21 10:39:00,page_view,desktop,direct,/checkout
501116,S100163,1103,2024-11-08 10:00:00,add_to_cart,mobile,social,/search
501117,S100061,1093,2025-01-18 19:48:00,page_view,desktop,direct,/home
501118,S100339,1090,2025-01-06 09:39:00,add_to_cart,mobile,email,/checkout
501119,S100665,,2024-12-09 05:17:00,page_view,mobile,email,/search
501120,S100311,1077,2025-01-09 10:09:00,page_view,mobile,direct,/home
501121,S100375,1082,2025-01-17 03:55:00,add_to_cart,desktop,email,/cart
501122,S100345,1109,2024-12-11 21:54:00,search,desktop,direct,/cart
